Sale Date,Brand,Model,Country,Price,Sales,Odometer
2022-10-04,Tesla,Model X,France,73281,2239,6525
2022-10-04,Tesla,Model Y,Canada,64507,3830,12649
2022-10-05,Audi,A4,Canada,71535,2672,80490
2022-10-05,Hyundai,i30,France,26402,1524,119667
2022-10-05,Toyota,Camry,Italy,25382,1127,21760
2022-10-06,Nissan,X-Trail,Australia,38450,1558,65403
2022-10-06,Hyundai,Elantra,Japan,24296,3353,26959
2022-10-06,Audi,Q7,Australia,76910,4647,44341
2022-10-07,Hyundai,Santa Fe,Japan,17796,1131,80589
2022-10-07,Toyota,Corolla,Canada,33431,1035,53469
2022-10-07,Toyota,Camry,Germany,28017,3597,112771
2022-10-08,BMW,5 Series,Germany,65869,2551,40192
2022-10-08,Tesla,Model X,France,102544,4903,41091
2022-10-09,Nissan,X-Trail,Australia,35355,1085,90265
2022-10-09,Hyundai,Elantra,USA,34484,859,115165
2022-10-09,Tesla,Model S,France,113348,544,32326
2022-10-10,Nissan,X-Trail,Poland,39188,3741,56920
2022-10-10,Honda,Accord,USA,41259,2426,71392
2022-10-10,Honda,Fit,Spain,21138,3388,86618
2022-10-11,BMW,3 Series,Italy,68374,1171,70659
2022-10-11,Toyota,Yaris,Italy,34257,3094,10149
2022-10-11,Honda,CR-V,Spain,32012,3705,48809
2022-10-12,Audi,Q7,Canada,61090,1024,140366
2022-10-12,Tesla,Model S,Germany,107327,3774,57490
2022-10-13,Audi,A4,Spain,33182,927,132850
2022-10-13,Honda,CR-V,Japan,34253,3227,73388
2022-10-13,Tesla,Model 3,Australia,52649,4926,39723
2022-10-14,Hyundai,Tucson,Spain,25809,1325,13302
2022-10-14,Honda,Fit,USA,28881,1054,111602
2022-10-14,Hyundai,Tucson,Italy,16226,3793,14585
2022-10-15,Mercedes,E-Class,Italy,76392,2847,52485
2022-10-15,Nissan,X-Trail,Italy,18774,1325,30700
2022-10-15,Hyundai,Santa Fe,Italy,17739,2609,94938
2022-10-16,Toyota,Yaris,Japan,39404,4594,73466
2022-10-16,Mercedes,C-Class,USA,76218,2647,39000
2022-10-17,Audi,A4,Italy,31861,3114,88819
2022-10-17,Honda,Accord,Canada,25890,607,46348
2022-10-17,Hyundai,Santa Fe,Poland,24191,4075,88447
2022-10-18,Tesla,Model X,USA,88726,2355,52831
2022-10-18,Mercedes,E-Class,Germany,90000,2151,52876
2022-10-18,Nissan,Juke,USA,21761,1188,30365
2022-10-19,BMW,3 Series,Spain,45909,4039,22713
2022-10-19,Volkswagen,Passat,Germany,38734,4708,18341
2022-10-20,Toyota,RAV4,Germany,27333,1876,63570
2022-10-20,Ford,Explorer,Poland,39586,1063,86876
2022-10-20,Mercedes,GLE,UK,95833,1840,120233
2022-10-21,Honda,Accord,USA,39282,1448,50608
2022-10-21,Honda,Accord,Germany,34881,3231,44821
2022-10-21,Honda,CR-V,Spain,41041,4775,16073
2022-10-22,Mercedes,GLE,France,64490,701,60650
2022-10-22,Tesla,Model X,Australia,47590,2448,65948
2022-10-22,Tesla,Model Y,France,89893,4232,43655
2022-10-23,Mercedes,E-Class,Australia,88959,4551,77827
2022-10-23,Audi,Q5,UK,76823,1541,126245
2022-10-24,Audi,A3,Poland,33352,2178,103657
2022-10-24,Ford,Mustang,USA,16945,3928,78509
2022-10-24,Toyota,RAV4,France,31383,2707,57136
2022-10-25,Tesla,Model 3,USA,66427,2757,7197
2022-10-25,Mercedes,A-Class,UK,75680,4302,117178
2022-10-25,Toyota,Yaris,Canada,21152,3394,8185
2022-10-26,Hyundai,Elantra,Spain,23161,602,88003
2022-10-26,Tesla,Model X,Japan,119099,1178,52699
2022-10-26,Nissan,Qashqai,Australia,32472,2496,115990
2022-10-27,Tesla,Model Y,UK,66983,729,65896
2022-10-27,Ford,Mustang,France,35524,3870,6552
2022-10-28,Ford,Explorer,Spain,30665,615,106917
2022-10-28,BMW,X5,Japan,83898,859,41748
2022-10-28,Volkswagen,Tiguan,Spain,29108,1794,60122
2022-10-29,Volkswagen,Polo,Italy,29869,3653,43585
2022-10-29,BMW,X3,Italy,45690,873,24770
2022-10-29,Nissan,Qashqai,Australia,26034,2073,60178
2022-10-30,Mercedes,A-Class,France,74313,4621,133249
2022-10-30,Mercedes,E-Class,France,54202,4874,97367
2022-10-30,Volkswagen,Passat,Canada,38439,1106,83872
2022-10-31,Toyota,Camry,UK,25068,1083,26773
2022-10-31,Nissan,Juke,Germany,24414,2622,68589
2022-11-01,Mercedes,A-Class,Japan,91372,4050,32163
2022-11-01,Ford,Fiesta,Germany,16166,2516,111613
2022-11-01,Mercedes,C-Class,UK,93158,3609,145630
2022-11-02,Tesla,Model Y,Spain,60552,2797,46996
2022-11-02,Volkswagen,Polo,Japan,18620,570,67395
2022-11-02,Tesla,Model Y,Poland,95189,3942,24567
2022-11-03,Nissan,Juke,France,24676,4764,36607
2022-11-03,BMW,5 Series,Australia,80904,3871,91846
2022-11-03,Volkswagen,Passat,UK,31134,4314,94067
2022-11-04,Tesla,Model 3,Italy,89280,1259,13117
2022-11-04,Mercedes,C-Class,Australia,84376,1098,82964
2022-11-05,Ford,Fiesta,Italy,35768,1230,101696
2022-11-05,Nissan,Micra,Italy,36612,3266,89018
2022-11-05,Nissan,X-Trail,Spain,19784,4337,34179
2022-11-06,Tesla,Model S,UK,101268,1918,51011
2022-11-06,Nissan,Juke,Poland,27505,1584,12583
2022-11-06,Tesla,Model 3,Australia,96845,2778,51488
2022-11-07,Ford,Mustang,Japan,36776,4835,92637
2022-11-07,Volkswagen,Passat,Japan,30741,4324,41288
2022-11-07,Ford,Mustang,France,34458,3004,67134
2022-11-08,Tesla,Model X,USA,59012,654,8240
2022-11-08,BMW,X3,Spain,53018,2438,27916
2022-11-09,Hyundai,Elantra,Australia,31824,1898,90566
2022-11-09,Tesla,Model Y,Poland,107146,3542,55767
2022-11-09,Nissan,Juke,Canada,31376,3098,95956
2022-11-10,Nissan,Juke,Spain,22565,3540,56128
2022-11-10,Mercedes,E-Class,Poland,93625,3695,135007
2022-11-10,Hyundai,i30,Australia,14906,4263,119072
2022-11-11,Honda,Civic,Italy,37802,831,74874
2022-11-11,Audi,A4,Poland,45144,2923,18272
2022-11-12,Tesla,Model Y,France,93555,3893,68440
2022-11-12,Nissan,Juke,France,34016,2484,94041
2022-11-12,Mercedes,E-Class,Poland,78766,1102,53327
2022-11-13,Volkswagen,Polo,Japan,31973,684,82237
2022-11-13,Mercedes,GLE,Japan,67516,1795,50912
2022-11-13,Volkswagen,Golf,Spain,29482,3848,88521
2022-11-14,Audi,A4,Italy,74297,2590,108474
2022-11-14,BMW,5 Series,Germany,61930,2273,33095
2022-11-14,Audi,Q7,Germany,30826,2165,92049
2022-11-15,Nissan,Juke,Poland,33791,1093,22421
2022-11-15,Toyota,RAV4,Italy,29949,2133,76823
2022-11-16,Ford,Explorer,Italy,38851,1694,112071
2022-11-16,Mercedes,E-Class,Germany,81411,624,20556
2022-11-16,Mercedes,E-Class,USA,72481,4325,50431
2022-11-17,Nissan,X-Trail,UK,38023,3561,53504
2022-11-17,Audi,A4,Poland,42863,769,32499
2022-11-17,Mercedes,A-Class,UK,72132,3892,145605
2022-11-18,BMW,3 Series,Australia,50925,2941,13996
2022-11-18,Ford,Explorer,UK,33864,2245,29082
2022-11-18,Volkswagen,Polo,Poland,22210,1475,69586
2022-11-19,Tesla,Model Y,Germany,49158,1008,54339
2022-11-19,Honda,Accord,Poland,35456,597,80019
2022-11-20,Tesla,Model 3,France,66788,1183,21092
2022-11-20,Tesla,Model X,USA,58068,2114,55193
2022-11-20,Ford,Focus,Italy,21738,2526,97099
2022-11-21,Tesla,Model X,Canada,52089,739,54641
2022-11-21,Hyundai,Santa Fe,Japan,33653,3054,102322
2022-11-21,Nissan,Juke,Italy,17767,661,62999
2022-11-22,BMW,3 Series,Poland,40351,1249,92628
2022-11-22,Toyota,Camry,Italy,27328,965,96212
2022-11-22,Ford,Focus,USA,24308,2981,118682
2022-11-23,Ford,Mustang,France,20714,1974,48432
2022-11-23,Nissan,X-Trail,Germany,30630,3554,22658
2022-11-24,BMW,5 Series,Spain,72043,3799,49530
2022-11-24,BMW,X5,USA,56657,1118,26685
2022-11-24,Tesla,Model X,Canada,96362,3652,53955
2022-11-25,Mercedes,GLE,Spain,64649,3373,122319
2022-11-25,Volkswagen,Passat,Italy,49798,1551,119577
2022-11-25,Hyundai,Tucson,Germany,32640,3134,70088
2022-11-26,Toyota,Yaris,France,34848,2991,66083
2022-11-26,Toyota,RAV4,UK,35337,2992,17857
2022-11-26,Tesla,Model 3,Japan,94800,2140,52408
2022-11-27,BMW,3 Series,Poland,48423,918,26333
2022-11-27,Toyota,Camry,Japan,39075,2799,39519
2022-11-28,Ford,Explorer,Japan,34735,3599,118487
2022-11-28,Nissan,X-Trail,France,35289,4567,66407
2022-11-28,Tesla,Model Y,Canada,72446,3618,69507
2022-11-29,Hyundai,Tucson,UK,23209,4200,86259
2022-11-29,Honda,Accord,Italy,22004,3587,84837
2022-11-29,Audi,Q7,USA,37504,4310,81616
2022-11-30,Toyota,Camry,Spain,26055,3876,22752
2022-11-30,Ford,Fiesta,Italy,42866,1492,28696
2022-11-30,Nissan,Qashqai,Italy,32741,4504,22565
2022-12-01,Ford,Focus,Spain,28094,3918,24513
2022-12-01,Volkswagen,Tiguan,Japan,27746,986,11294
2022-12-02,Volkswagen,Polo,Germany,44082,2375,12807
2022-12-02,Hyundai,Tucson,USA,21398,4510,32987
2022-12-02,Toyota,RAV4,Japan,28627,1845,99294
2022-12-03,Nissan,Qashqai,Italy,31099,952,66486
2022-12-03,Nissan,Juke,Poland,34448,1758,34063
2022-12-03,Ford,Fiesta,Italy,29861,4136,47523
2022-12-04,Audi,Q5,Germany,45921,1356,128960
2022-12-04,Tesla,Model 3,UK,113956,2568,44927
2022-12-05,Volkswagen,Golf,France,42727,3731,40674
2022-12-05,Nissan,Juke,Germany,37119,3930,79884
2022-12-05,Tesla,Model X,Australia,58910,3908,22545
2022-12-06,Ford,Explorer,Spain,20090,3341,20362
2022-12-06,Mercedes,GLE,UK,75749,4054,28773
2022-12-06,Volkswagen,Passat,Spain,48331,2526,107017
2022-12-07,Honda,Accord,Japan,33838,1417,28107
2022-12-07,Ford,Mustang,Australia,16984,1460,62202
2022-12-07,Volkswagen,Polo,Canada,48268,3144,44606
2022-12-08,Nissan,Juke,France,27860,4901,103279
2022-12-08,Toyota,Camry,UK,34494,3265,17470
2022-12-09,Honda,Accord,France,25958,1114,37162
2022-12-09,Nissan,Juke,Germany,36203,523,41827
2022-12-09,Tesla,Model Y,UK,68039,3641,58919
2022-12-10,Ford,Explorer,Canada,29054,1793,57018
2022-12-10,Nissan,X-Trail,Australia,22861,3112,18979
2022-12-10,Ford,Focus,Poland,32300,740,15796
2022-12-11,Volkswagen,Golf,UK,26115,4058,74396
2022-12-11,Toyota,Yaris,Spain,31521,4234,105271
2022-12-11,Mercedes,C-Class,Italy,47466,4133,98325
2022-12-12,Toyota,Camry,Italy,36899,2519,109478
2022-12-12,Nissan,Micra,Germany,33576,2813,72891
2022-12-13,Hyundai,Tucson,UK,28776,3220,32014
2022-12-13,Mercedes,E-Class,Australia,63886,1923,142099
2022-12-13,Audi,Q5,France,74954,969,89317
2022-12-14,Toyota,Corolla,Germany,20983,1593,75325
2022-12-14,Toyota,Yaris,Germany,29332,680,82795
2022-12-14,Honda,Civic,Australia,37007,2063,100658
2022-12-15,Toyota,Camry,Poland,21417,2062,18127
2022-12-15,Tesla,Model X,Australia,62401,4154,52765
2022-12-15,Honda,Accord,France,32391,1120,90504
2022-12-16,Tesla,Model S,Canada,80435,2299,21287
2022-12-16,Hyundai,i30,Canada,32748,3805,23599
2022-12-17,Volkswagen,Passat,Spain,35835,1508,30789
2022-12-17,Hyundai,i30,Australia,33514,1196,72806
2022-12-17,Hyundai,Elantra,Poland,29084,1518,57563
2022-12-18,Volkswagen,Golf,Canada,46386,2544,71652
2022-12-18,Mercedes,GLE,Japan,87947,1488,146659
2022-12-18,Honda,Fit,USA,33271,2577,11088
2022-12-19,Nissan,Micra,Australia,26543,3505,42203
2022-12-19,Hyundai,i30,USA,20628,576,109056
2022-12-19,BMW,3 Series,UK,73738,4170,111415
2022-12-20,Ford,Fiesta,UK,20649,4368,57289
2022-12-20,Toyota,Corolla,Spain,34870,4687,87922
2022-12-21,Mercedes,E-Class,UK,78127,1923,60785
2022-12-21,Nissan,X-Trail,Australia,30130,3422,60505
2022-12-21,Hyundai,Santa Fe,France,30700,1105,112070
2022-12-22,Nissan,Juke,UK,27074,811,32431
2022-12-22,Tesla,Model Y,USA,110971,3851,66797
2022-12-22,Ford,Mustang,Italy,44490,1303,65051
2022-12-23,Honda,Fit,Italy,27232,4963,30568
2022-12-23,Mercedes,C-Class,Poland,58280,3565,98295
2022-12-23,Tesla,Model Y,Japan,106826,2248,27885
2022-12-24,Tesla,Model S,Poland,118746,3858,38043
2022-12-24,BMW,5 Series,Spain,64350,864,20165
2022-12-25,Volkswagen,Golf,Australia,43316,2694,12377
2022-12-25,Hyundai,i30,Australia,18033,2393,94439
2022-12-25,BMW,X5,Japan,51710,3726,132794
2022-12-26,Volkswagen,Tiguan,Poland,46677,4515,92372
2022-12-26,Ford,Mustang,UK,42044,1509,34048
2022-12-26,Tesla,Model S,UK,110689,1081,54939
2022-12-27,Volkswagen,Passat,Poland,20267,4758,71506
2022-12-27,Audi,A3,Poland,47329,1995,77583
2022-12-28,Honda,Civic,France,19886,4658,32663
2022-12-28,Tesla,Model S,Australia,77001,978,14329
2022-12-28,Ford,Fiesta,Germany,41552,736,97635
2022-12-29,BMW,5 Series,Italy,62133,664,110628
2022-12-29,Toyota,Yaris,Australia,18328,640,30261
2022-12-29,Toyota,Yaris,Italy,33422,1574,92542
2022-12-30,BMW,5 Series,Australia,82646,1841,135890
2022-12-30,Volkswagen,Polo,USA,46325,2530,44453
2022-12-30,Ford,Explorer,Japan,33001,4954,56134
2022-12-31,Ford,Fiesta,Spain,39295,4702,36760
2022-12-31,Toyota,RAV4,UK,29860,2282,109149
2023-01-01,Volkswagen,Polo,Germany,37057,2897,66068
2023-01-01,Hyundai,Tucson,Italy,34233,2134,48969
2023-01-01,BMW,X5,Japan,82099,3446,26472
2023-01-02,Ford,Mustang,Australia,22357,1945,91541
2023-01-02,Volkswagen,Passat,Germany,41775,1054,82492
2023-01-02,BMW,3 Series,Spain,40593,2131,59354
2023-01-03,Ford,Mustang,USA,44494,3639,18403
2023-01-03,Nissan,Juke,Germany,25878,1328,34230
2023-01-03,BMW,X5,Italy,64968,2057,139282
2023-01-04,Mercedes,E-Class,USA,51049,1306,131854
2023-01-04,Volkswagen,Golf,Canada,42873,860,115213
2023-01-05,Audi,A3,Italy,57987,2673,112995
2023-01-05,Tesla,Model S,France,48514,762,32559
2023-01-05,Audi,A4,Spain,46385,2433,141465
2023-01-06,Ford,Focus,Germany,37007,3879,63308
2023-01-06,Mercedes,E-Class,Japan,96659,2752,142785
2023-01-06,Toyota,Yaris,Australia,38003,1617,31730
2023-01-07,BMW,5 Series,Australia,41602,537,41076
2023-01-07,Volkswagen,Passat,Italy,44817,2863,75656
2023-01-07,Volkswagen,Golf,Germany,22715,1894,106173
2023-01-08,BMW,3 Series,Australia,73458,734,144212
2023-01-08,Ford,Explorer,Spain,33718,633,81160
2023-01-09,Audi,A3,Spain,36090,3685,93031
2023-01-09,Nissan,X-Trail,France,30870,643,24300
2023-01-09,Audi,Q7,Poland,36590,2520,143993
2023-01-10,Hyundai,Santa Fe,Canada,30037,1336,17094
2023-01-10,Toyota,Camry,Japan,25749,3359,93627
2023-01-10,Hyundai,Santa Fe,USA,17822,4897,49390
2023-01-11,Mercedes,C-Class,Japan,73843,4694,103196
2023-01-11,Tesla,Model S,Japan,117964,2553,20817
2023-01-11,Honda,Civic,Japan,41361,3652,62858
2023-01-12,Ford,Fiesta,USA,16227,2837,33964
2023-01-12,Nissan,Micra,Australia,25472,2478,88449
2023-01-13,Mercedes,E-Class,Germany,95585,4035,14284
2023-01-13,Tesla,Model S,Italy,78527,4789,59598
2023-01-13,Honda,Civic,UK,21371,4959,6665
2023-01-14,Volkswagen,Polo,USA,28194,959,94352
2023-01-14,Ford,Fiesta,France,37819,2790,110940
2023-01-14,Tesla,Model 3,Germany,115288,1883,15327
2023-01-15,Mercedes,C-Class,Canada,68285,2021,28007
2023-01-15,Nissan,Juke,Canada,21820,3761,26378
2023-01-15,Hyundai,i30,Australia,29723,3323,32524
2023-01-16,Nissan,Juke,Italy,16168,2521,97306
2023-01-16,Honda,CR-V,Spain,28452,4755,78563
2023-01-17,Mercedes,C-Class,Australia,65439,639,97154
2023-01-17,Audi,A3,Italy,31573,885,149784
2023-01-17,Honda,Accord,UK,36526,2333,54040
2023-01-18,Nissan,Qashqai,France,25669,1403,63975
2023-01-18,BMW,X3,UK,78287,4619,56007
2023-01-18,Toyota,Yaris,Spain,18857,2175,96432
2023-01-19,Volkswagen,Polo,Germany,30735,2243,51051
2023-01-19,Volkswagen,Passat,Italy,21616,4394,109531
2023-01-20,Toyota,RAV4,Spain,19281,571,35036
2023-01-20,Hyundai,i30,Japan,28780,4257,40949
2023-01-20,Nissan,X-Trail,UK,22520,4579,50267
2023-01-21,Mercedes,E-Class,Spain,46918,2878,105973
2023-01-21,BMW,5 Series,Poland,89716,3371,112793
2023-01-21,Hyundai,Santa Fe,Spain,32241,3265,111035
2023-01-22,Honda,Accord,UK,32808,2946,98779
2023-01-22,Tesla,Model S,Germany,62696,2364,69770
2023-01-22,Ford,Explorer,Poland,35720,1497,118459
2023-01-23,Ford,Explorer,Spain,41174,1583,24965
2023-01-23,Mercedes,E-Class,Poland,63550,2802,135664
2023-01-24,Ford,Mustang,UK,32029,516,36601
2023-01-24,Nissan,Qashqai,Canada,27654,1946,21205
2023-01-24,Nissan,X-Trail,Spain,22952,3787,112767
2023-01-25,Honda,Civic,France,31964,2213,63353
2023-01-25,Honda,CR-V,UK,39065,3679,47541
2023-01-25,Nissan,Qashqai,France,35745,4770,14033
2023-01-26,Toyota,RAV4,Germany,38642,4005,41088
2023-01-26,Mercedes,A-Class,USA,71568,2788,115149
2023-01-26,Mercedes,A-Class,Spain,57878,3846,87838
2023-01-27,Hyundai,Elantra,Poland,22588,2457,67233
2023-01-27,Mercedes,A-Class,Japan,63932,932,61588
2023-01-28,Honda,CR-V,Germany,33517,1138,104532
2023-01-28,Nissan,Micra,France,25482,2696,14895
2023-01-28,Audi,A4,UK,40387,1475,57672
2023-01-29,Nissan,Micra,Spain,34930,1335,105787
2023-01-29,Audi,Q5,Canada,72498,2410,17304
2023-01-29,Ford,Explorer,UK,25495,631,103696
2023-01-30,Toyota,Corolla,France,17466,1725,19987
2023-01-30,Ford,Focus,Australia,27465,4485,87071
2023-01-30,Toyota,Camry,Spain,16785,3960,23220
2023-01-31,Tesla,Model Y,Italy,106850,2508,39261
2023-01-31,Toyota,Corolla,Australia,20704,2935,53603
2023-02-01,Nissan,X-Trail,Japan,37141,2649,110657
2023-02-01,Volkswagen,Tiguan,Canada,49815,517,17017
2023-02-01,Nissan,Micra,Canada,32086,1330,92051
2023-02-02,BMW,X5,Canada,68602,3812,64104
2023-02-02,Nissan,Micra,UK,18661,1102,23223
2023-02-02,Ford,Explorer,Australia,33349,2237,87404
2023-02-03,Tesla,Model X,Canada,67635,2527,10213
2023-02-03,Volkswagen,Polo,Australia,45940,3587,53604
2023-02-03,Tesla,Model 3,Canada,106604,936,15966
2023-02-04,Ford,Mustang,Germany,21257,3269,19866
2023-02-04,Tesla,Model 3,Japan,113769,2591,17128
2023-02-05,BMW,X3,Italy,48722,588,93583
2023-02-05,Tesla,Model S,USA,105064,3437,20640
2023-02-05,Tesla,Model S,France,114969,765,40618
2023-02-06,BMW,X3,Poland,77774,2764,129104
2023-02-06,Ford,Mustang,Canada,41567,4264,28763
2023-02-06,Toyota,Corolla,Canada,29227,1395,79904
2023-02-07,Nissan,Micra,USA,25651,3043,12771
2023-02-07,Honda,Accord,UK,20553,1849,106290
2023-02-07,BMW,5 Series,USA,69890,4128,89428
2023-02-08,Ford,Explorer,Germany,30062,1863,21691
2023-02-08,Mercedes,E-Class,USA,52540,2944,66655
2023-02-09,Hyundai,Tucson,Poland,32131,3802,84973
2023-02-09,Toyota,Corolla,Spain,20022,2779,76691
2023-02-09,Nissan,Micra,France,38793,2425,108558
2023-02-10,Honda,CR-V,Spain,21354,3953,40284
2023-02-10,Toyota,Corolla,Poland,38758,1146,116038
2023-02-10,Hyundai,Santa Fe,Australia,24701,4791,48043
2023-02-11,BMW,3 Series,Canada,56514,821,73131
2023-02-11,Hyundai,i30,Australia,15702,2712,104134
2023-02-12,Volkswagen,Golf,Poland,28103,2836,78212
2023-02-12,Toyota,Corolla,USA,39130,973,114928
2023-02-12,Volkswagen,Polo,Poland,30663,1915,52285
2023-02-13,Mercedes,GLE,France,97477,3412,88747
2023-02-13,Ford,Focus,USA,16840,1961,91854
2023-02-13,Toyota,Yaris,Japan,31324,3009,14157
2023-02-14,Volkswagen,Tiguan,Japan,30432,2350,77968
2023-02-14,Tesla,Model 3,Canada,59819,2815,25387
2023-02-14,Nissan,X-Trail,Spain,39570,3961,100619
2023-02-15,Volkswagen,Tiguan,Japan,23156,2096,65706
2023-02-15,Nissan,Juke,France,36372,2948,57022
2023-02-16,Audi,Q5,Poland,76456,4760,90908
2023-02-16,Hyundai,i30,USA,33248,4118,38785
2023-02-16,BMW,3 Series,France,43373,2338,127139
2023-02-17,Toyota,Corolla,Italy,37597,1160,110685
2023-02-17,Audi,A4,UK,81224,2519,41852
2023-02-17,Honda,CR-V,Germany,17815,3918,34865
2023-02-18,Ford,Focus,Germany,22505,3867,118209
2023-02-18,Nissan,Micra,USA,34409,3633,49533
2023-02-18,Toyota,Yaris,Japan,27466,2104,88822
2023-02-19,Toyota,Corolla,France,22928,4864,100595
2023-02-19,Mercedes,C-Class,Italy,89122,3172,139120
2023-02-20,BMW,5 Series,France,47624,858,142996
2023-02-20,Audi,Q5,Spain,69449,3201,118426
2023-02-20,Tesla,Model Y,Italy,45056,4450,61207
2023-02-21,Ford,Fiesta,Germany,28269,885,56969
2023-02-21,BMW,3 Series,Spain,78847,3219,83072
2023-02-21,Audi,Q7,USA,62750,1255,54537
2023-02-22,Tesla,Model X,Australia,61860,2099,40127
2023-02-22,Hyundai,Tucson,Poland,20323,2082,114334
2023-02-22,Nissan,Juke,UK,28979,2709,49828
2023-02-23,Honda,CR-V,Australia,25196,575,75908
2023-02-23,Volkswagen,Golf,Germany,34856,3709,118451
2023-02-24,Tesla,Model X,UK,116997,1981,69764
2023-02-24,Hyundai,i30,Japan,21332,731,5327
2023-02-24,Audi,A4,USA,58671,2797,122010
2023-02-25,Nissan,Juke,Canada,29531,1838,64035
2023-02-25,Audi,Q5,Italy,31649,3362,100721
2023-02-25,Tesla,Model 3,Germany,83217,3311,67892
2023-02-26,Audi,Q5,Poland,65489,3208,34698
2023-02-26,Tesla,Model 3,Poland,106305,1288,21640
2023-02-26,Nissan,Micra,Japan,22741,4154,116884
2023-02-27,Mercedes,E-Class,Japan,84549,1107,30311
2023-02-27,Audi,Q5,Canada,38738,2404,15474
2023-02-28,BMW,3 Series,USA,40622,3621,107366
2023-02-28,Toyota,Corolla,Australia,36865,880,111137
2023-02-28,Ford,Mustang,Spain,42866,4724,30775
2023-03-01,Hyundai,i30,France,33831,721,20684
2023-03-01,BMW,X3,USA,57972,1117,16309
2023-03-01,Mercedes,E-Class,UK,52134,3809,131840
2023-03-02,Volkswagen,Golf,USA,25681,724,94059
2023-03-02,Ford,Explorer,France,28344,4196,35932
2023-03-02,Volkswagen,Polo,Japan,34257,909,39684
2023-03-03,Volkswagen,Polo,USA,49856,2483,118827
2023-03-03,Mercedes,C-Class,Italy,75736,1244,70379
2023-03-04,Honda,Accord,UK,27866,4676,24046
2023-03-04,BMW,3 Series,Italy,83230,3811,58392
2023-03-04,Toyota,RAV4,Canada,38527,4875,27487
2023-03-05,Ford,Explorer,UK,38054,4108,100987
2023-03-05,Tesla,Model 3,Japan,113203,1886,10230
2023-03-05,Hyundai,i30,UK,15546,2645,56315
2023-03-06,Honda,CR-V,Italy,32640,4944,66671
2023-03-06,Ford,Explorer,Spain,35943,2056,89606
2023-03-07,BMW,3 Series,Italy,43583,2488,71429
2023-03-07,Hyundai,Tucson,Spain,19194,1616,63420
2023-03-07,Mercedes,C-Class,USA,93476,1220,112330
2023-03-08,Audi,A4,UK,35305,4432,147746
2023-03-08,Volkswagen,Golf,Australia,20005,4911,18987
2023-03-08,Audi,A3,Germany,39144,3422,48459
2023-03-09,Mercedes,C-Class,Italy,49091,4523,123372
2023-03-09,Nissan,X-Trail,USA,21591,4141,99877
2023-03-09,BMW,X3,Japan,35761,2907,76421
2023-03-10,Mercedes,E-Class,France,67819,1735,109772
2023-03-10,Honda,Accord,Spain,39447,2162,109627
2023-03-11,Audi,A3,Poland,42738,1616,124183
2023-03-11,Volkswagen,Passat,Japan,35738,2980,114497
2023-03-11,BMW,5 Series,Spain,71855,3331,34318
2023-03-12,Mercedes,A-Class,USA,94524,3590,73073
2023-03-12,Mercedes,A-Class,Japan,60929,3232,11872
2023-03-12,Toyota,Camry,Japan,27155,4178,98928
2023-03-13,Tesla,Model Y,France,46374,987,54602
2023-03-13,Toyota,Yaris,Japan,17367,3736,29271
2023-03-13,Honda,Fit,Spain,33862,3260,83191
2023-03-14,Toyota,Corolla,Japan,35836,1868,105530
2023-03-14,Hyundai,Elantra,Spain,24034,3877,104363
2023-03-15,Ford,Explorer,Japan,18193,2927,21551
2023-03-15,Toyota,RAV4,Italy,39729,3044,8868
2023-03-15,Ford,Mustang,Germany,43387,2809,11630
2023-03-16,Tesla,Model X,Poland,68070,2523,54501
2023-03-16,Audi,A4,Japan,38360,4319,50721
2023-03-16,Volkswagen,Passat,Italy,29227,4876,49550
2023-03-17,Ford,Fiesta,France,34564,3845,73201
2023-03-17,Audi,A3,UK,81694,1633,103758
2023-03-17,Honda,Fit,Italy,37264,3237,89351
2023-03-18,Audi,Q7,Poland,59218,2229,54867
2023-03-18,Honda,Civic,Canada,17684,3088,109744
2023-03-19,Audi,Q7,Germany,80109,4043,45862
2023-03-19,Audi,A4,Japan,63655,4228,114319
2023-03-19,Toyota,Corolla,UK,35377,3584,50221
2023-03-20,Tesla,Model 3,Italy,53900,1217,41433
2023-03-20,Mercedes,A-Class,Italy,46547,2519,54739
2023-03-20,BMW,X3,France,55263,3436,49459
2023-03-21,Tesla,Model Y,Poland,97195,3587,41326
2023-03-21,Tesla,Model 3,Germany,63229,4514,28040
2023-03-21,Honda,Civic,UK,30707,2415,79651
2023-03-22,Volkswagen,Golf,Australia,47664,1876,71798
2023-03-22,Audi,Q5,Canada,56998,3968,122178
2023-03-23,Tesla,Model X,Australia,111083,4023,28426
2023-03-23,Nissan,Qashqai,Japan,32490,1356,57136
2023-03-23,BMW,3 Series,Canada,57236,1750,77147
2023-03-24,Hyundai,Santa Fe,Germany,14867,3269,50213
2023-03-24,Audi,A3,UK,65916,3881,75364
2023-03-24,Tesla,Model X,USA,47482,3599,65095
2023-03-25,Hyundai,i30,Japan,23748,4043,84386
2023-03-25,Ford,Fiesta,Italy,32952,2154,103267
2023-03-25,Honda,Civic,Poland,36613,650,81000
2023-03-26,Mercedes,E-Class,France,88960,2927,124687
2023-03-26,Hyundai,Santa Fe,Italy,20145,3476,40377
2023-03-27,Volkswagen,Passat,UK,42839,4799,60082
2023-03-27,Hyundai,i30,France,31744,3338,72262
2023-03-27,Ford,Focus,Australia,16907,1683,63602
2023-03-28,Honda,Accord,Italy,19455,3865,30836
2023-03-28,Audi,Q7,Germany,40094,4475,137310
